23 Sektor;Nama Perusahaan;Deskripsi KBLI;Kabkot;Tambahan Investasi (US$);Negara;Proyek;TKI;TKA;
Tanaman Pangan, Perkebunan, dan Peternakan;SENTOSA PRIMA AGRO;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;28984,51619;Singapura;1;0;0;TW 3
Hotel dan Restoran;JOSH & TASANI LESTARI;(56210) Jasa Boga Untuk Suatu Event Tertentu (Event Catering);Kota Pontianak;0;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;SENTOSA PRIMA AGRO;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;28984,51619;Singapura;1;0;0;TW 3
Hotel dan Restoran;JOSH & TASANI LESTARI;(56301) Bar;Kota Pontianak;0;Singapura;1;0;0;TW 3
Industri Makanan;SENTOSA PRIMA AGRO;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;151789,8724;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;MITRA KARYA SENTOSA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;256027,9435;Singapura;1;49;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;WAHANA HIJAU INDAH;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;5914,059875;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;WAHANA HIJAU INDAH;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;5914,059875;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;WAHANA HIJAU INDAH;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;5914,059875;Singapura;1;0;0;TW 3
Transportasi, Gudang dan Telekomunikasi;TELEKOMUNIKASI SELULAR;(61200) Aktivitas Telekomunikasi Tanpa Kabel;Kota Singkawang;0;Singapura;1;0;0;TW 3
Industri Makanan;MITRA KARYA SENTOSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;1349673,573;Singapura;1;10;0;TW 3
Transportasi, Gudang dan Telekomunikasi;PANCA NAGA INDAH;(52101) Pergudangan dan Penyimpanan;Kabupaten Kubu Raya;0;R.R. Tiongkok;1;0;0;TW 3
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;PANCA NAGA INDAH;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Kubu Raya;0;R.R. Tiongkok;1;0;0;TW 3
Perdagangan dan Reparasi;PANCA NAGA INDAH;(46641) Perdagangan Besar Mineral Bukan Logam;Kabupaten Kubu Raya;0;R.R. Tiongkok;1;0;0;TW 3
Industri Mineral Non Logam;PANCA NAGA INDAH;(23990) Industri Barang Galian Bukan Logam Lainnya Ytdl;Kabupaten Kubu Raya;28125;R.R. Tiongkok;1;0;0;TW 3
Hotel dan Restoran;SRIBOGA MARUGAME INDONESIA;(56101) Restoran;Kabupaten Kubu Raya;557,34375;Amerika Serikat;1;0;0;TW 3
Industri Makanan;MITRA KARYA SENTOSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;0;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;AGRO PALINDO SAKTI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;0;Kepulauan Virgin Inggris;1;0;0;TW 3
Transportasi, Gudang dan Telekomunikasi;MITRA KARYA SENTOSA;(52221) Aktivitas Pelayanan Kepelabuhanan Laut;Kabupaten Kayong Utara;0;Singapura;1;0;0;TW 3
Industri Makanan;MITRA KARYA SENTOSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;0;Singapura;1;0;0;TW 3
Perdagangan dan Reparasi;SINAR TANIMAS MAJU;(46530) Perdagangan Besar Mesin, Peralatan Dan Perlengkapan Pertanian;Kota Pontianak;201386,1118;Malaysia;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;REZEKI KENCANA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;1890,625;R.R. Tiongkok;1;98;0;TW 3
Hotel dan Restoran;PANCA BOGA PARAMITA;(56101) Restoran;Kabupaten Kubu Raya;8625;Hongkong, RRT;1;0;0;TW 3
Hotel dan Restoran;ADHIRAJASA HANASTA PRATAMA;(55110) Hotel Bintang;Kabupaten Ketapang;488,9495;Belanda;1;0;0;TW 3
Transportasi, Gudang dan Telekomunikasi;BINASAWIT ABADIPRATAMA;(52101) Pergudangan dan Penyimpanan;Kabupaten Mempawah;0;Singapura;1;0;0;TW 3
Industri Makanan;AGRO PALINDO SAKTI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;109466,8614;Kepulauan Virgin Inggris;1;0;0;TW 3
Industri Makanan;REZEKI KENCANA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kubu Raya;0;R.R. Tiongkok;1;0;1;TW 3
Transportasi, Gudang dan Telekomunikasi;MITRA KARYA SENTOSA;(52221) Aktivitas Pelayanan Kepelabuhanan Laut;Kabupaten Sanggau;0;Singapura;1;0;0;TW 3
Transportasi, Gudang dan Telekomunikasi;MITRA KARYA SENTOSA;(52221) Aktivitas Pelayanan Kepelabuhanan Laut;Kabupaten Kayong Utara;0;Singapura;1;0;0;TW 3
Perdagangan dan Reparasi;BINASAWIT ABADIPRATAMA;(46202) Perdagangan Besar Buah Yang Mengandung Minyak;Kabupaten Mempawah;0;Singapura;1;0;0;TW 3
Industri Makanan;MITRA KARYA SENTOSA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;0;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;GRAND MANDIRI UTAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;9364,375;Hongkong, RRT;1;247;0;TW 3
Industri Lainnya;GRAND MANDIRI UTAMA;(32909) Industri Pengolahan Lainnya YTDL;Kabupaten Sintang;0;Hongkong, RRT;1;0;0;TW 3
Industri Makanan;AGRONUSA INVESTAMA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Landak;268206,0043;Singapura;1;0;0;TW 3
Industri Makanan;AGRONUSA INVESTAMA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sambas;9231,95025;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;AGRONUSA INVESTAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Landak;115921,4163;Singapura;1;0;0;TW 3
Hotel dan Restoran;PANCA BOGA PARAMITA;(56101) Restoran;Kota Pontianak;16750;Hongkong, RRT;1;0;0;TW 3
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KALIMANTAN ALUMINA NUSANTARA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Sanggau;42006526,4;Hongkong, RRT;1;213;28;TW 3
Hotel dan Restoran;MOUNT SCOPUS INDONESIA;(56101) Restoran;Kota Pontianak;0;Hongkong, RRT;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;MEMPAWAH PERMAI LESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Mempawah;0;Malaysia;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;AGRONUSA INVESTAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Landak;115921,4163;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;AGRONUSA INVESTAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;415940,6617;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;AGRONUSA INVESTAMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;415940,6617;Singapura;1;0;0;TW 3
Industri Makanan;SINAR SAWIT SENTOSA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Kubu Raya;0;Hongkong, RRT;1;1;0;TW 3
Perdagangan dan Reparasi;TAWADA HEALTHCARE;(46691) Perdagangan Besar Alat Laboratorium, Alat Farmasi Dan Alat Kedokteran Untuk Manusia;Kota Pontianak;0;Singapura;1;1;0;TW 3
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;BORNEO ALUMINDO PRIMA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;250850896,1;Hongkong, RRT;1;845;259;TW 3
Industri Makanan;WILMAR CAHAYA INDONESIA;(10411) Industri Minyak Mentah dan Lemak Nabati;Kota Pontianak;0;Singapura;1;0;0;TW 3
Industri Makanan;WILMAR CAHAYA INDONESIA;(10411) Industri Minyak Mentah dan Lemak Nabati;Kota Pontianak;1753,925625;Singapura;1;0;0;TW 3
Industri Makanan;WILMAR CAHAYA INDONESIA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kota Pontianak;0;Singapura;1;0;0;TW 3
Transportasi, Gudang dan Telekomunikasi;WILMAR CAHAYA INDONESIA;(49432) Angkutan Bermotor untuk Barang Khusus;Kota Pontianak;0;Singapura;1;0;0;TW 3
Industri Makanan;WILMAR CAHAYA INDONESIA;(10437) Industri Minyak Goreng Kelapa Sawit;Kota Pontianak;0;Singapura;1;0;0;TW 3
Industri Makanan;WILMAR CAHAYA INDONESIA;(10434) Industri Pemurnian Minyak Mentah Kelapa Sawit dan Minyak Mentah Inti Kelapa Sawit;Kota Pontianak;0;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;AGRO GADING SEJAHTERA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;0;Jepang;1;0;0;TW 3
Industri Makanan;WILMAR CAHAYA INDONESIA;(10435) Industri Pemisahan/Fraksinasi Minyak Murni Kelapa Sawit;Kota Pontianak;0;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;AGRO GADING SEJAHTERA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;1341,640813;Jepang;1;108;1;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;AGRO GADING SEJAHTERA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sintang;1341,640875;Jepang;1;121;2;TW 3
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;BORNEO ALUMINDO PRIMA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kota Pontianak;0;Hongkong, RRT;1;0;0;TW 3
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;BORNEO ALUMINDO PRIMA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;0;Hongkong, RRT;1;0;0;TW 3
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;BORNEO ALUMINDO PRIMA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Ketapang;0;Hongkong, RRT;1;0;0;TW 3
Perdagangan dan Reparasi;FAST RETAILING INDONESIA;(47191) Perdagangan Eceran Berbagai Macam Barang Yang Utamanya Bukan Makanan, Minuman Atau Tembakau Di Toserba (Department Store);Kabupaten Kubu Raya;4641,801813;Singapura;1;0;0;TW 3
Perumahan, Kawasan Industri dan Perkantoran;KETAPANG BANGUN SARANA;(68130) Kawasan Industri;Kabupaten Ketapang;808601,1559;Singapura;1;13;5;TW 3
Industri Karet dan Plastik;STAR RUBBER;(22123) Industri Karet Remah (Crumb Rubber);Kabupaten Kubu Raya;0;Singapura;1;0;0;TW 3
Industri Mineral Non Logam;KETAPANG BANGUN SARANA;(23957) Industri Mortar atau Beton Siap Pakai;Kabupaten Ketapang;1235217,537;Singapura;1;3;5;TW 3
Listrik, Gas dan Air;KETAPANG BANGUN SARANA;(35111) Pembangkitan Tenaga Listrik;Kabupaten Ketapang;0;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;SEDJAHTERA INDO AGRO;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sanggau;0;Belanda;1;0;0;TW 3
Industri Makanan;SEDJAHTERA INDO AGRO;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sanggau;0;Belanda;1;2;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;SANDIKA NATAPALMA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;869679,599;Belanda;1;0;0;TW 3
Industri Makanan;SANDIKA NATAPALMA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;58238,07481;Belanda;1;1;0;TW 3
Industri Makanan;LONG FORTUNE INDUSTRI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sintang;1832537,876;Malaysia;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;BUDIDAYA AGROLESTARI;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;225667,216;Belanda;1;3;0;TW 3
Kehutanan;TORAS BANUA SUKSES;(02121) Pemanfaatan Kayu Hutan Alam;Kabupaten Kapuas Hulu;0;Malaysia;1;0;0;TW 3
Pertambangan;YUXING INDONESIA INDUSTRIAL PARK;(09900) Aktivitas Penunjang pertambangan dan penggalian lainnya;Kabupaten Ketapang;0;R.R. Tiongkok;1;0;0;TW 3
Industri Makanan;BULUH CAWANG PLANTATIONS;(10411) Industri Minyak Mentah dan Lemak Nabati;Kabupaten Sambas;0;Kepulauan Virgin Inggris;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;PERKEBUNAN ANAK NEGERI PASAMAN;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Landak;4107,382125;Inggris;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;BULUH CAWANG PLANTATIONS;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;67731,837;Kepulauan Virgin Inggris;1;0;0;TW 3
Industri Makanan;PERKEBUNAN ANAK NEGERI PASAMAN;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Landak;11742,11081;Inggris;1;0;0;TW 3
Perumahan, Kawasan Industri dan Perkantoran;TARANGGA HANASTA;(68111) Real Estat Yang Dimiliki Sendiri Atau Disewa;Kabupaten Ketapang;30871,84375;Belanda;1;0;0;TW 3
Industri Makanan;PERKEBUNAN ANAK NEGERI PASAMAN;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Landak;0;Inggris;1;0;0;TW 3
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KAYONG ALUMINIUM NUSANTARA;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Kayong Utara;29743651,98;Hongkong, RRT;1;486;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;PERKEBUNAN ANAK NEGERI PASAMAN;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;24067,24456;Inggris;1;0;0;TW 3
Jasa Lainnya;G4S SECURITY SERVICES;(80100) Aktivitas Keamanan Swasta;Kabupaten Kubu Raya;0;Belanda;1;0;0;TW 3
Jasa Lainnya;G4S SECURITY SERVICES;(80100) Aktivitas Keamanan Swasta;Kabupaten Kubu Raya;0;Belanda;1;0;0;TW 3
Listrik, Gas dan Air;KAYONG POWER NUSANTARA;(35115) Pembangkit, Transmisi, Distribusi dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha;Kabupaten Kayong Utara;69771386,42;Hongkong, RRT;1;0;0;TW 3
Listrik, Gas dan Air;KAYONG POWER NUSANTARA;(35115) Pembangkit, Transmisi, Distribusi dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha;Kabupaten Kayong Utara;0;Hongkong, RRT;1;0;0;TW 3
Listrik, Gas dan Air;KAYONG POWER NUSANTARA;(35115) Pembangkit, Transmisi, Distribusi dan Penjualan Tenaga Listrik Dalam Satu Kesatuan Usaha;Kabupaten Kayong Utara;0;Hongkong, RRT;1;0;0;TW 3
Industri Logam Dasar, Barang Logam, Bukan Mesin dan Peralatannya;KALIMANTAN ALUMINA REFINERY;(24202) Industri Pembuatan Logam Dasar Bukan Besi;Kabupaten Kayong Utara;820242,1393;Hongkong, RRT;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;BUMIPRATAMA KHATULISTIWA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;0;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;BUMIPRATAMA KHATULISTIWA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;0;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;BUMIPRATAMA KHATULISTIWA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;0;Singapura;1;0;0;TW 3
Industri Makanan;BUMIPRATAMA KHATULISTIWA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kubu Raya;56655,10844;Singapura;1;0;0;TW 3
Industri Makanan;BUMIPRATAMA KHATULISTIWA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Kubu Raya;0;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;BUMIPRATAMA KHATULISTIWA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Kubu Raya;0;Singapura;1;0;0;TW 3
Jasa Lainnya;G4S SECURITY SERVICES;(80100) Aktivitas Keamanan Swasta;Kota Pontianak;0;Belanda;1;0;0;TW 3
Transportasi, Gudang dan Telekomunikasi;GUDANG SEGAR INDONESIA;(52101) Pergudangan dan Penyimpanan;Kabupaten Kubu Raya;0;Singapura;1;0;0;TW 3
Jasa Lainnya;ARTHA PERSADA KREATIF;(86903) Aktivitas Pelayanan Penunjang Kesehatan;Kabupaten Kubu Raya;4489,574;Singapura;1;0;0;TW 3
Perdagangan dan Reparasi;STAR RUBBER;(46693) Perdagangan Besar Karet Dan Plastik Dalam Bentuk Dasar;Kabupaten Sintang;0;Singapura;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;LIMPAH SEJAHTERA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Ketapang;1404839,298;Singapura;1;53;0;TW 3
Industri Makanan;LIMPAH SEJAHTERA;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Ketapang;48912,38394;Singapura;1;3;0;TW 3
Perdagangan dan Reparasi;KAITUO ICE CREAM INDONESIA;(46339) Perdagangan Besar Makanan Dan Minuman Lainnya;Kabupaten Kubu Raya;62500;R.R. Tiongkok;1;0;0;TW 3
Industri Makanan;TAYAN BUKIT SAWIT;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Sanggau;0;Malaysia;1;0;0;TW 3
Perdagangan dan Reparasi;KAITUO ICE CREAM INDONESIA;(46326) Perdagangan Besar Susu Dan Produk Susu;Kabupaten Kubu Raya;62500;R.R. Tiongkok;1;0;0;TW 3
Industri Makanan;PERMATA SUBUR LESTARI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sintang;382581,0301;Malaysia;1;122;0;TW 3
Industri Makanan;PERMATA SUBUR LESTARI;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Sintang;0;Malaysia;1;0;0;TW 3
Industri Karet dan Plastik;HOK TONG;(22123) Industri Karet Remah (Crumb Rubber);Kota Pontianak;0;Singapura;1;6;0;TW 3
Industri Makanan;PALMA BUMI LESTARI;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Landak;0;Malaysia;1;0;0;TW 3
Industri Makanan;SASMITA BUMI WIJAYA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Sanggau;0;Malaysia;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;LAHAN AGRO INTI KETAPANG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;2202314,314;Malaysia;1;432;0;TW 3
Perdagangan dan Reparasi;LAHAN AGRO INTI KETAPANG;(46202) Perdagangan Besar Buah Yang Mengandung Minyak;Kota Pontianak;426542,8759;Malaysia;1;5;0;TW 3
Perdagangan dan Reparasi;WORLD INNOVATIVE TELECOMMUNICATION;(46523) Perdagangan Besar Peralatan Telekomunikasi;Kabupaten Sintang;0;Hongkong, RRT;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;LAHAN AGRO INTI KETAPANG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;0;Malaysia;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;LAHAN AGRO INTI KETAPANG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;0;Malaysia;1;0;0;TW 3
Jasa Lainnya;PALMA LESTARI MURNI;(70209) Aktivitas Konsultasi Manajemen Lainnya;Kabupaten Kubu Raya;0;Hongkong, RRT;1;0;0;TW 3
Industri Makanan;LAHAN AGRO INTI KETAPANG;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Sambas;0;Malaysia;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;LAHAN AGRO INTI KETAPANG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;0;Malaysia;1;0;0;TW 3
Industri Makanan;LAHAN AGRO INTI KETAPANG;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sambas;0;Malaysia;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;LAHAN AGRO INTI KETAPANG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;0;Malaysia;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;LAHAN AGRO INTI KETAPANG;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sambas;0;Malaysia;1;0;0;TW 3
Industri Makanan;LAHAN AGRO INTI KETAPANG;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Sambas;0;Malaysia;1;0;0;TW 3
Industri Makanan;HILTON DUTA LESTARI;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Landak;83042,39938;Singapura;1;4;2;TW 3
Perdagangan dan Reparasi;THOUSAND ISLAND COMMUNICATION;(46521) Perdagangan Besar Suku Cadang Elektronik;Kota Pontianak;0;Hongkong, RRT;1;0;0;TW 3
Perdagangan dan Reparasi;THOUSAND ISLAND COMMUNICATION;(46523) Perdagangan Besar Peralatan Telekomunikasi;Kota Pontianak;0;Hongkong, RRT;1;0;0;TW 3
Kehutanan;NUSANTARA KALIMANTAN LESTARI;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Ketapang;249321,5791;Malaysia;1;2;0;TW 3
Industri Makanan;PARNA AGROMAS;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Sekadau;7218,75;Korea Selatan;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;PARNA AGROMAS;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Sekadau;115265,1223;Korea Selatan;1;14;0;TW 3
Industri Makanan;PARNA AGROMAS;(10431) Industri Minyak Mentah Kelapa Sawit (Crude Palm Oil);Kabupaten Sekadau;7218,75;Korea Selatan;1;0;0;TW 3
Industri Mineral Non Logam;SIBELCO LAUTAN MINERALS;(23990) Industri Barang Galian Bukan Logam Lainnya Ytdl;Kabupaten Mempawah;0;Singapura;1;0;0;TW 3
Industri Mineral Non Logam;SIBELCO LAUTAN MINERALS;(23990) Industri Barang Galian Bukan Logam Lainnya Ytdl;Kabupaten Bengkayang;0;Singapura;1;0;0;TW 3
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46206) Perdagangan Besar Hasil Perikanan;Kabupaten Kubu Raya;40,5255625;Singapura;1;0;0;TW 3
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46324) Perdagangan Besar Hasil Olahan Perikanan;Kabupaten Kubu Raya;40,5255625;Singapura;1;0;0;TW 3
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46321) Perdagangan Besar Daging Sapi Dan Daging Sapi Olahan;Kabupaten Kubu Raya;2914,077813;Singapura;1;1;0;TW 3
Perdagangan dan Reparasi;SINERGI KETAHANAN PANGAN;(46322) Perdagangan Besar Daging Ayam Dan Daging Ayam Olahan;Kabupaten Kubu Raya;0;Singapura;1;0;0;TW 3
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46326) Perdagangan Besar Susu Dan Produk Susu;Kabupaten Kubu Raya;72,8651875;Singapura;1;0;0;TW 3
Perdagangan dan Reparasi;SENTANA ADIDAYA PRATAMA;(46652) Perdagangan Besar Pupuk Dan Produk Agrokimia;Kota Pontianak;0;Singapura;1;0;0;TW 3
Transportasi, Gudang dan Telekomunikasi;SENTANA ADIDAYA PRATAMA;(52101) Pergudangan dan Penyimpanan;Kota Pontianak;0;Singapura;1;0;0;TW 3
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46323) Perdagangan Besar Daging Dan Daging Olahan Lainnya;Kabupaten Kubu Raya;1820,662;Singapura;1;0;0;TW 3
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46322) Perdagangan Besar Daging Ayam Dan Daging Ayam Olahan;Kabupaten Kubu Raya;583,1689375;Singapura;1;0;0;TW 3
Perumahan, Kawasan Industri dan Perkantoran;FITRIA;(68120) Kawasan Pariwisata;Kabupaten Ketapang;4361,841938;Korea Selatan;1;0;0;TW 3
Perdagangan dan Reparasi;AGRO BOGA UTAMA;(46313) Perdagangan Besar Sayuran;Kabupaten Kubu Raya;515,4095625;Singapura;1;0;0;TW 3
Industri Makanan;ENERGI UNGGUL PERSADA;(10432) Industri Minyak Mentah Inti Kelapa Sawit (Crude Palm Kernel Oil);Kabupaten Sintang;0;Singapura;1;0;0;TW 3
Industri Makanan;ENERGI UNGGUL PERSADA;(10434) Industri Pemurnian Minyak Mentah Kelapa Sawit dan Minyak Mentah Inti Kelapa Sawit;Kabupaten Sintang;0;Singapura;1;0;0;TW 3
Kehutanan;FINNANTARA INTIGA;(02111) Pemanfaatan Kayu Hutan Tanaman pada Hutan Produksi;Kabupaten Sanggau;25879,02175;Singapura;1;0;0;TW 3
Perdagangan dan Reparasi;SENTANA ADIDAYA PRATAMA;(46691) Perdagangan Besar Alat Laboratorium, Alat Farmasi Dan Alat Kedokteran Untuk Manusia;Kota Pontianak;0;Singapura;1;0;0;TW 3
Industri Kayu;PRATAMA BIOALAM NUSANTARA;(16101) Industri Penggergajian Kayu;Kabupaten Mempawah;0;Hongkong, RRT;1;0;0;TW 3
Perdagangan dan Reparasi;ENERGI UNGGUL PERSADA;(46315) Perdagangan Besar Minyak dan Lemak Nabati;Kabupaten Sintang;2084076,291;Singapura;1;0;0;TW 3
Transportasi, Gudang dan Telekomunikasi;XLSMART TELECOM SEJAHTERA;(61200) Aktivitas Telekomunikasi Tanpa Kabel;Kota Pontianak;71070,13963;Malaysia;1;0;0;TW 3
Tanaman Pangan, Perkebunan, dan Peternakan;CITRA MAHKOTA;(01262) Perkebunan Buah Kelapa Sawit;Kabupaten Melawi;681433,9138;Kepulauan Virgin Inggris;1;0;0;TW 3
